time,num_0,CPU_usage_0,RAM_usage_0,num_1,CPU_usage_1,RAM_usage_1,num_2,CPU_usage_2,RAM_usage_2
0,9348.0,272.17508610002636,256.03420419922617,44375.0,1697.4288610000947,938.6194649799096,11714.0,418.64489699998785,258.71857799999975
1,20624.0,605.2546793000939,628.6957049342899,39876.0,2446.4080079999694,2961.904745990516,16678.0,629.173913099986,300.37898659999394
2,14273.0,410.92340940010007,454.7163823882131,20176.0,998.4668864999343,664.251944969903,1303.0,58.170200100000365,20.964973000000214
3,4658.0,107.19139169999629,93.83060939239776,17924.0,946.2995923000854,469.6431609998445,623.0,31.813586000000008,14.37151400000002
4,7416.0,187.44435040000758,207.49006553320572,22078.0,1121.0346067000366,615.2590729698052,684.0,33.468652999999954,12.57285740000006
5,12330.0,249.88870020001968,602.5047186425629,26298.0,886.1875700003264,523.5345649998155,378.0,15.55664129999998,9.22873459999998
6,7428.0,223.24523880000612,130.0399089331985,30300.0,1171.7510812002106,663.8196779696481,616.0,27.532037099999922,10.020645199999946
7,19714.0,353.26949299998154,1140.493614282924,26940.0,875.0235373003519,500.37786799975,1481.0,53.001766500000016,31.163345800000407
8,7981.0,196.4290845000165,304.4327963017356,36436.0,1509.2425459998135,2083.4653379705305,750.0,19.82627410000001,12.748606399999963
9,15080.0,230.14574240005874,406.916372520334,12103.0,642.0943870000069,370.83158699994163,447.0,19.247430400000006,13.657649599999962
10,6017.0,169.04744870000386,110.16850242579726,37647.0,962.5364505005942,689.5967149697915,1140.0,46.568103000000185,21.06930940000002
11,11057.0,346.63330090003865,233.99302725121623,33118.0,1197.2778903000046,590.4000659997558,477.0,23.035570699999987,10.025580599999945
12,9570.0,259.073901100039,232.09924500721453,19292.0,887.5157448001041,556.1168859699636,435.0,20.746968099999958,12.194952399999996
13,8735.0,195.39813910002857,243.98331934041076,12265.0,684.3362140000129,340.29471299996004,353.0,15.536230999999999,8.857598599999976
14,6012.0,161.5857702000077,124.43252329789827,11964.0,728.8501402000172,314.9826139699646,367.0,19.46188809999997,10.33357139999999
15,3887.0,82.1648920999958,66.13436552939636,4972.0,160.4672083000004,80.29082600000046,370.0,18.900760999999985,10.681769599999996
16,18241.0,298.4753202999204,502.1728464791472,9748.0,209.63064499996187,134.63215277000572,417.0,22.445471799999954,17.178340400000035
17,15532.0,273.13144440000497,335.5374665127104,6799.0,192.97281799999786,135.4300103999936,362.0,15.685737099999972,10.481840199999995
18,31723.0,454.64896399993006,746.5102201013527,4032.0,89.59353549999786,136.935609769998,609.0,25.909649699999953,22.728807799999988
19,11313.0,208.29626430000383,227.0398890258402,12299.0,329.2025443000235,369.37636899995226,390.0,16.86450909999999,10.531575799999999
20,12171.0,281.5861936000221,222.61253104062996,24434.0,1137.8361638002505,575.0584289695354,393.0,17.694222399999987,11.07626220000001
21,12679.0,205.40184380001315,172.11375388312499,7332.0,321.99913600003293,153.23609800000142,383.0,19.49699539999999,16.20519660000002
22,39441.0,697.0683805006076,872.3052886036365,26556.0,1020.5633212001175,742.5277029695684,882.0,60.91103079999954,44.00425290000002
23,20379.0,591.6882732001512,345.81113872378626,11024.0,548.9716022999717,582.7414560000716,368.0,19.88808159999999,15.845028600000015
24,49141.0,1051.1624802002002,1443.7653089884243,10755.0,556.7474840000231,344.4189029699572,364.0,16.487231699999963,12.10488440000002
25,26317.0,913.0816245998321,514.5892948963426,24330.0,1040.355419999756,629.2075459997956,308.0,16.850759399999983,10.08518959999999
26,25474.0,616.6452834998953,604.8577265086776,21717.0,799.5770834997429,805.7003229697765,599.0,39.09727480000003,25.594180400000038
27,21423.0,356.8092047000467,381.75407503317183,12369.0,308.41006100001437,394.344917999977,318.0,16.878091499999986,9.119587599999992
28,17025.0,492.37375610001044,269.10096599057977,20070.0,393.027150000067,390.52928896995644,889.0,58.58736839999956,38.29506739999988
29,12060.0,358.35837090003815,210.2013909366008,21173.0,818.2386119998782,758.1312349998625,1072.0,78.42125419999999,56.00261059999997
30,8352.0,243.6289576000188,137.66821844399985,23702.0,843.8434701999953,925.5022779702766,337.0,14.725832399999984,9.377715399999978
31,18753.0,709.3209292000306,380.2146034690137,29711.0,1044.4265042998445,1259.0907580006665,466.0,19.56832799999995,14.125541399999985
32,31440.0,1293.4924290004387,764.6820483046506,23575.0,1048.5599700000348,637.8788469697707,413.0,22.090798699999965,17.299339399999994
33,18041.0,714.2272836000175,437.81229658218416,17088.0,701.6857819999806,463.16575799992074,452.0,17.70690539999996,11.326944599999981
34,6745.0,194.38684440000569,108.18559476809247,15505.0,586.0416581999951,307.88490496997946,533.0,23.24212699999993,13.637200499999981
35,9852.0,290.0643691999875,153.26432537000875,11725.0,327.2766593000332,183.91531200003104,503.0,20.71484999999995,16.989225399999995
36,13071.0,524.7226023000412,277.60407509032933,10205.0,187.11290399998012,112.03736896999926,1357.0,91.13875689999983,73.79166960000013
37,14054.0,791.3378342000527,399.87945595902136,7445.0,185.89038299999197,88.53499440000147,492.0,22.852046799999957,18.673883800000016
38,8730.0,191.31054800002244,324.48750332253655,3837.0,90.55432220000469,36.476384970000815,532.0,27.485805099999883,11.618324199999961
39,7789.0,166.70747850000666,179.43228105732663,2675.0,85.12805160000148,29.840285700000038,393.0,18.94498099999991,6.973338599999963
40,7820.0,241.6100541000012,147.58551094340083,8777.0,357.4090947000767,281.8408759700053,1134.0,40.39889800000021,15.59796840000015
41,6117.0,148.74331120000048,91.57553097569536,8153.0,293.2536220000124,290.33639500001624,612.0,30.140517000000035,17.35772160000011
42,18525.0,255.722543500148,281.66005397559184,12166.0,172.9752241999906,156.71737196997424,1181.0,66.19139669999974,28.92008040000014
43,8217.0,196.04568779999897,135.2523538721009,5133.0,81.06750230000029,94.81000699999537,681.0,33.26010910000006,13.913252400000044
44,13620.0,213.1776807000023,256.91756019620743,2563.0,71.07782700000104,27.137883969999944,721.0,36.24076150000022,14.37917640000013
45,9125.0,184.24816960001553,243.2830517165253,7783.0,318.29524199999355,197.40538200000458,803.0,40.892282400000354,13.705269799999972
46,19563.0,600.2352115000355,644.9313062272165,15267.0,993.7860981999917,1858.091471970207,590.0,33.233892100000205,14.023795400000086
47,16416.0,519.1886963000509,338.6707711051192,9926.0,420.2046843001868,174.98207500003383,887.0,46.35599340000017,14.743749200000096
48,56699.0,1824.7486797995152,1404.5438192858921,30560.0,1274.5320039994622,1131.904424970164,491.0,24.627632199999905,15.349613799999966
49,31298.0,650.6863185000697,848.3779280977079,8835.0,346.9057430000016,267.6130480000224,4624.0,184.67469539999658,69.88588640000131
50,22728.0,305.31851510005595,389.98482327718943,14568.0,511.4799632000565,523.4079279699235,849.0,39.60696110000014,19.381485400000074
51,20276.0,486.7553522000552,579.8295142349667,7160.0,453.0180266000051,290.0879439999781,1675.0,67.04321070000042,29.90077579999981
52,14565.0,363.062946600033,395.65632260343176,26113.0,1507.8285846999902,3468.7989609698056,749.0,37.016585000000106,20.215211200000073
53,7580.0,157.958511500012,207.00127164970905,24827.0,796.784560000015,599.9774199997694,661.0,35.482363000000056,17.538622800000024
54,30199.0,672.3562155998501,1308.6220952992778,9068.0,353.1795542000102,293.1495429699993,847.0,44.93863200000036,22.2077556000002
55,15119.0,363.1020807000691,662.9209226979494,11358.0,345.943902300027,294.8674130000184,1195.0,90.49365029999929,61.2154464
56,7738.0,197.66556350000965,175.66918941821024,11183.0,358.2249830000044,250.25275596996383,4432.0,242.58214809999993,204.78533440000734
57,22009.0,884.6208007002502,1011.6283366977513,7120.0,230.55291500000453,232.0568489999984,5289.0,178.5448874000004,160.83457780001245
58,16428.0,624.6200917000348,697.7381690180806,10443.0,197.60623820001481,358.37388896998175,3145.0,110.1084370999992,83.14304519999818
